ETC_20150323_009652	#今結界を発動します。
ITEM_20151022_007504	#ブルーオーブ：葉バンゲ
ITEM_20151022_007505	#ブルーオーブ：一つ明
ITEM_20151022_007506	#ブルーオーブ：知念時
ITEM_20151022_007507	#ブルーオーブ：インフラとしてラクト
ITEM_20151022_007508	#ブルーオーブ：チュパカブラ
ITEM_20151022_007509	#ブルーオーブ：ポポレオン
ITEM_20151022_007510	#ブルーオーブ：ウィーバー
ITEM_20151022_007511	#ブルー・オブ・フォークブ
ITEM_20151022_007512	#ブルーオーブ：赤ケパ
ITEM_20151022_007513	#ブルーオーブ：優子フーズ
ITEM_20151022_007514	#ブルーオーブ：ブーベ略奪者
ITEM_20151022_007515	#ブルー・オブ・ラ・フラワー
ITEM_20151022_007516	#ブルーオーブ：ブーベ鉱山労働者
ITEM_20151022_007517	#ブルーオーブ：バット
ITEM_20151022_007518	#ブルー・オブ・ストーンオルカ
ITEM_20151022_007519	#ブルーオーブ：シュレディ・デ・
ITEM_20151022_007520	#ブルーオーブ：エキュバイト
ITEM_20151022_007521	#ブルーオーブ：ブーベ射手
ITEM_20151022_007522	#ブルーオーブ：ブーベウィザード
ITEM_20151022_007523	#ブルーオーブ：修正クモ
ITEM_20151022_007524	#ブルーオーブ：ブーベシャーマン
ITEM_20151022_007525	#ブルーオーブ：ブーベ投影
ITEM_20151022_007526	#ブルーオーブ：ジグナッツ
ITEM_20151022_007527	#ブルーオーブ：パントアシスタント
ITEM_20151022_007528	#ブルーオーブ：その噂
ITEM_20151022_007529	#ブルーオーブ：マリ
ITEM_20151022_007530	#ブルーオーブ：リプライ
ITEM_20151022_007531	#ブルーオーブ：パント
ITEM_20151022_007532	#ブルーオーブ：パントウィザード
ITEM_20151022_007533	#ブルーオーブ：パント戦士
ITEM_20151022_007534	#ブルーオーブ：スピードオン射手
ITEM_20151022_007535	#ブルーオーブ：緑プラ機
ITEM_20151022_007536	#ブルーオーブ：血レンタル
ITEM_20151022_007537	#ブルーオーブ：バンシー
ITEM_20151022_007538	#ブルーオーブ：茶色かそう
ITEM_20151022_007539	#ブルーオーブ：ハミングバード
ITEM_20151022_007540	#ブルー・オブ・デッド本スケプウィザード
ITEM_20151022_007541	#ブルーオーブ：シードミア
ITEM_20151022_007542	#ブルーオーブ：コリーフライ射手
ITEM_20151022_007543	#ブルーオーブ：パント射手
ITEM_20151022_007544	#ブルーオーブ：いけない二
ITEM_20151022_007545	#ブルーオーブ：大型パントツースピアマン
ITEM_20151022_007546	#ブルーオーブ：茶色にジャ
ITEM_20151022_007547	#ブルーオーブ：タヌ
ITEM_20151022_007548	#ブルーオーブ：ティーピオ
ITEM_20151022_007549	#ブルーオーブ：東洋紡ル
ITEM_20151022_007550	#ブルーオーブ：非トウ
ITEM_20151022_007551	#ブルーオーブ：シャウルラブ射手
ITEM_20151022_007552	#ブルーオーブ：黒カスタマイズ
ITEM_20151022_007553	#ブルーオーブ：アールタヌン
ITEM_20151022_007554	#ブルーオーブ：赤ルクソールお金
ITEM_20151022_007555	#ブルーオーブ：呉ペントハウス
ITEM_20151022_007556	#ブルーオーブ：カロ
ITEM_20151022_007557	#ブルーオーブ：ティニー射手
ITEM_20151022_007558	#ブルーオーブ：カルカシュ
ITEM_20151022_007559	#ブルーオーブ：メンティーウッド
ITEM_20151022_007560	#ブルーオーブ：ベアテ・ロス
