QUEST_LV_0200_20150317_000001	フィリパス直属部隊員
QUEST_LV_0200_20150317_000891	こちらはほとんどの研究を終わらせましたので、他の場所にいる司祭の報告書が必要です。{nl}もし大聖堂の他の場所にいる司祭に会えたら、報告書をもらってきてくれませんか？
QUEST_LV_0200_20150317_000892	この報告書があれば、これからナクティスの呪いもただの雑な魔法にすぎません。{nl}そうですとも。本当にお疲れ様でした。{nl}
QUEST_LV_0200_20150317_000893	ここは少しゾッとしませんか？{nl}フクロウの彫像も何だか不気味で…。
QUEST_LV_0200_20150317_000894	恨みのある霊魂たちを見たという話を聞いたことあります。{nl}それが事実なら…うう、まさかあなたのことではないでよね？
QUEST_LV_0200_20150317_000895	墓守ロマス
QUEST_LV_0200_20150317_000896	啓示者とはいえ、今日は元気で歩き回ったとしても明日も元気でいられるとは誰も断言できないぞ。
QUEST_LV_0200_20150317_000897	自分だけは他の啓示者と違うと言い切る奴こそ、長生きできなかったな。
QUEST_LV_0200_20150317_000898	民間人がここを通れるようになる見通しは立っていません。{nl}あまりにも危険すぎます。
QUEST_LV_0200_20150317_000899	まだ奥の方に仲間たちが残っています。{nl}生きているかどうか、知る方法がなくてもどかしいです。
QUEST_LV_0200_20150317_000900	塔がここまでひどくなっているなんて、許せない。
QUEST_LV_0200_20150317_000901	ここからは気合入れて進まなければならない。{nl}あんなにプライドの高いウィザードたちが逃げたには理由があるはずだろ？
QUEST_LV_0200_20150317_000902	紅炎の宝石さえあればガビヤ様を助けることができる。
QUEST_LV_0200_20150317_000903	移動魔法陣が壊れた以上、正面から突破するしかない。
QUEST_LV_0200_20150317_000904	何か思い出せそうだけど…今は女神に行くことがもっと大事だ。
QUEST_LV_0200_20150317_000905	くうっ、頭が痛い…。{nl}さっきのイカれた老いぼれのせいか…。
QUEST_LV_0200_20150317_000906	キリがないな。全部燃やしてしまいたいくらいだ。
QUEST_LV_0200_20150317_000907	私たちの塔をこんな目に遭わせた代償を払ってもらうぞ！
QUEST_LV_0200_20150317_000908	君には今まで助けてもらった恩があるから、このまま見てばかりじゃいられないんだ。
QUEST_LV_0200_20150317_000909	どんなに不利な状況に置かれていても完璧な隊形を整えることができたら、{nl}その状況を覆すこともできる。{nl}しかし君が孤独を望むなら無駄なことだけどな。
QUEST_LV_0200_20150317_000910	ほとんど死んだか逃げました。{nl}この階に残っているのは私だけだと思います。まったく、臆病者ばっかり…！
QUEST_LV_0200_20150317_000911	陸地での戦闘だからといってコルセアをなめたら痛い目に遭うぞ。{nl}足を支える床さえあれば海でもどこでも、俺は無敵だ。
QUEST_LV_0200_20150317_000912	永遠の命か…テスラを見て。{nl}永遠の命には「老い」がないと、勘違いしてるんじゃないよね？{nl}
QUEST_LV_0200_20150317_000913	丸太でフクロウなんかを彫ってる老人と比べないでよ。{nl}私は常に最高の材料しか使わないからね。
QUEST_LV_0200_20150317_000914	補給部隊員
QUEST_LV_0200_20150317_000915	正直前方部隊なら話は違いますが、後方部隊が文句を言うなんてあり得ませんよ。{nl}後方部隊が協力してくれないと補給できませんから。
QUEST_LV_0200_20150317_000916	ここまでの道のりでどれだけ多くのモンスターと戦ったのか、数え切れませんよ。{nl}
QUEST_LV_0200_20150317_000917	戦場で何年の戦っていると、本当に女神が存在するのか疑ってしまいます。{nl}今のこの景色が現実なのかどうかも疑わしいですけど…。
QUEST_LV_0200_20150317_000918	護衛部隊から守られていたのに、2回も死に掛けました。
QUEST_LV_0200_20150317_000919	補給部隊は他の部隊に比べたら、安全な方ではありますが…{nl}とはいってもその分、肉体労度が激しいので簡単に手を挙げて立候補する人は少ないのが現実です。
QUEST_LV_0200_20150317_000920	戦闘が長くなるにつれて脱走兵も増えています。{nl}本当にもどかしい状況ですよ。
QUEST_LV_0200_20150317_000921	補給品を捨てて逃げたのは、任務を果たせなかったも同然ということは分かっています。{nl}しかし補給品を届ける前に、生きていないと何の意味もありませんよ！
QUEST_LV_0200_20150317_000922	大聖堂の啓示
QUEST_LV_0200_20150317_000923	あなたにこの啓示が届いてるなら、メイバーンが使命を見事に果たしたということでしょう。{nl}私はあなたに、この世界の原理のうち、他の世界について説明しようと思います。{nl}
QUEST_LV_0200_20150317_000924	あなたがたが住んでいる世界の空間の向こうには他の世界が存在します。{nl}二つの世界は至高の力を持った存在でない以上、簡単に越えることができませんでした。{nl}世界樹が暴走する前までは。{nl}
QUEST_LV_0200_20150317_000925	災いの影響はついに世界を分けている境界線にも損傷を与えました。{nl}その隙間を通じて、どんな魔族でもあなたの世界へ自由に出入りできるようになりました。{nl}
QUEST_LV_0200_20150317_000926	転移の隙間はこの世界の色んなところに存在しています。{nl}最も危ない場所は、危険な魔族たちが閉じこめられている魔族収監所でしょう。{nl}
QUEST_LV_0200_20150317_000927	もし魔族たちが転移の隙間を通じて魔族収監所で彼らと合流することになったら…{nl}この世界を脅かすもう一つの脅威となるでしょう。{nl}
QUEST_LV_0200_20150317_000928	私の姉妹であるヴァカリネに事態に備えるよう、言付けましたが…{nl}バラバラになった魔族がもたらす不確実性は彼女を戸惑わせるでしょう。{nl}
QUEST_LV_0200_20150317_000929	一度できてしまった転移の隙間は続いて広がるはずです。{nl}救援者よ。一刻でも早くヴァカリネの力になってください。{nl}{nl}
QUEST_LV_0200_20150317_000930	司教
QUEST_LV_0200_20150317_000931	来てくれましたか。ここにはメイバーン様の装置があります。メイバーン様の装置を解除するには２つの足場を全部踏まなければなりません。
QUEST_LV_0200_20150317_000932	ふう、本当に終わりが見えないですね。{nl}いつまで耐えられるか分かりません。
QUEST_LV_0200_20150317_000933	もう一度立ち直らなければ。{nl}君の助けが私からモンスターを倒す力を引き出してくれたんだ。
QUEST_LV_0200_20150317_000934	巡礼者のダイイングメッセージ
QUEST_LV_0200_20150317_000935	光降る地のほとんどのルーツクリスタルは腐ってしまった。{nl}あらゆる呪いをかけ、分解され、モンスターに変わってしまうこともある。{nl}これ以上の災いをもたらす前に、これらをすべて破壊しなければならない。
QUEST_LV_0200_20150317_000936	{nl}このメモを誰が読むかは不明だ。{nl}あるルーツクリスタルはモンスターたちにその力の源を預けている。{nl}モンスターを誘導して反応を起こしたら、柱一つくらいは破壊できそうだ。
QUEST_LV_0200_20150317_000937	よくやってくれましたね。{nl}これからもその調子でお願いできればいいのですが…。{nl}
QUEST_LV_0200_20150317_000938	二つ目の秘密ですけど…{nl}残念ながらナクティスの魔族たちが先手を打ったそうです。{nl}
QUEST_LV_0200_20150317_000939	再び取り戻すことができて本当によかったです。{nl}噂でしか聞いたことない聖遺物を死んでから見ることができました。{nl}
QUEST_LV_0200_20150317_000940	その聖遺物を持って小会堂へ行き、祭壇の上に乗せてください。{nl}メイバーン様の1つ目の鍵を手に入れることができます。
QUEST_LV_0200_20150317_000941	私はここでナクティスの呪いを解く方法について研究をしていました。{nl}呪いに苦しんでいる人々のためにモンスターの標本を持ってきてくれませんか？
QUEST_LV_0200_20150317_000942	教団から人手を余裕持って送り込んでくれればマシだっただろうに…{nl}そうだ、持ってきてくれた標本を試して見なければ。
QUEST_LV_0200_20150317_000943	うーん、反応があまりないですね。{nl}呪い毎にそれぞれの特性があるはずなのに、まるで一つの鍵があるようで…。{nl}
QUEST_LV_0200_20150317_000944	やっぱりこれじゃダメです。このまま推測し続けるよりは、もう一度実験を行った方がいいでしょう。{nl}申し訳ございませんが他のモンスターの標本を持ってきてくれませんか？
QUEST_LV_0200_20150317_000945	呪いの特性に集中すればいいと思いましたが、その反対でした。{nl}ナクティス…一体何があの魔族を動かしているのでしょう？
QUEST_LV_0200_20150317_000946	おお、ティタスから話は聞いていたがそれが君だったとは。{nl}では、モンスター退治作戦の支援を頼む。
QUEST_LV_0200_20150317_000947	他の司祭たちは大回廊、懺悔路、至聖所に一人ずついます。{nl}研究もいいですが安全が何より大事なので…是非お願いします。{nl}{nl}もし司祭たちに会えたら、よろしくお伝えください。{nl}僕よりも危険なところにいるんですから。
