QUEST_LV_0100_20150317_000001	警戒兵
QUEST_LV_0100_20150317_005744	女神サウレのもとへ行くには扉を通らなければなりませんが、現在は開かれていないと言います。村の老人に言われたとおり、汚れてしまったという水を浄化するタヌーの浄化石を集めてみましょう。
QUEST_LV_0100_20150317_005745	タヌーの浄化石を集めました。浄化石を使って神聖な池を浄化してください。
QUEST_LV_0100_20150317_005746	女神の元へと続く道を開くため、神聖な池を浄化してください。
QUEST_LV_0100_20150317_005747	村の老人に報告
QUEST_LV_0100_20150317_005748	神聖な池を浄化しました。村の老人のところへ戻り、啓示にあった扉について尋ねてみてください。
QUEST_LV_0100_20150317_005749	村の老人と会話
QUEST_LV_0100_20150317_005750	老人が派遣した村人を探す
QUEST_LV_0100_20150317_005751	村の老人は神聖な池を浄化する時に扉が正常に開かれるかを確認しに、村人をヌグリア聖地まで行かせたがいまだに連絡が無いことを危惧しています。ヌグリア聖地へ行って村人を探しましょう。
QUEST_LV_0100_20150317_005752	負傷した村人と会話
QUEST_LV_0100_20150317_005753	村人を襲ったモンスターたちを退治しました。村人と話してみましょう。
QUEST_LV_0100_20150317_005754	村人を襲ったモンスター退治
QUEST_LV_0100_20150317_005755	村人を見つけましたが、モンスターに襲われて怪我をしたようです。何があったのか、村人と話してみましょう。
QUEST_LV_0100_20150317_005756	ヌグリア聖地の祭壇確認
QUEST_LV_0100_20150317_005757	村人はヌグリア聖地の祭壇を確認しに行ってモンスターに襲われたそうです。{nl}村人の代わりに扉が正常に開かれるか確認してみましょう。
QUEST_LV_0100_20150317_005758	神聖な池を浄化したのに、ヌグリア聖地にある祭壇で扉を開くことができませんでした。{nl}負傷した村人のところへ戻り、どうすればいいか尋ねてください。
QUEST_LV_0100_20150317_005759	ヌグリア聖地の祭壇確認
QUEST_LV_0100_20150317_005760	ヌグリア聖地にある祭壇を調べていたらモヤブルカが追ってきました。討伐しましょう。
QUEST_LV_0100_20150317_005761	モヤブルカ退治
QUEST_LV_0100_20150317_005762	ベイドマの坂の汚染源確認
QUEST_LV_0100_20150317_005763	ベイドマの坂に周辺を汚染する汚染源があります。そのままにしておくわけにはいかないので、汚染源を除去してください。
QUEST_LV_0100_20150317_005764	地面からいやな匂いが吹き出しています。この汚染源は周辺のモンスターの影響でどんどん力を増しているようです。周辺のモンスターを退治し、汚染源が弱まったら除去してください。
QUEST_LV_0100_20150317_005765	神聖な池確認
QUEST_LV_0100_20150317_005766	神聖な池の汚染が深刻なようです。{nl}メレジナを討伐し、もう一度神聖な池を確認してください。
QUEST_LV_0100_20150317_005767	メレジナ退治
QUEST_LV_0100_20150317_005768	ヌグリア聖地の祭壇へ行く
QUEST_LV_0100_20150317_005769	いきなり村人たちが魔族に変化して攻撃してきました。とりあえず啓示に従うためポータルがある青河の地のヌグリア聖地へ逃げてください。
QUEST_LV_0100_20150317_005770	空間の紋章使用
QUEST_LV_0100_20150317_005771	ヌグリア聖地の祭壇付近で空間の紋章を使用してください。
QUEST_LV_0100_20150317_005772	隠されていた王陵の本登場
QUEST_LV_0100_20150317_005773	王陵5階のどこかに隠されていた王陵の本が現れました。近寄って話してみてください。
QUEST_LV_0100_20150317_005774	ミッションアイテム収集
QUEST_LV_0100_20150317_005775	王陵の本は血石を欲しがっています。王陵の本が消える前に手に入れましょう。いにしえの女神の庭にいるリザードマンが持っているようです。
QUEST_LV_0100_20150317_005776	王陵の本と会話
QUEST_LV_0100_20150317_005777	王陵の本ともう一度話してください。もし王陵の本が消えてしまったら、また現れるまで待たなければなりません。
QUEST_LV_0100_20150317_005778	%sを持ってくる
QUEST_LV_0100_20150317_005779	コベンと話してください。
QUEST_LV_0100_20150317_005780	宝箱を探す
QUEST_LV_0100_20150317_005781	水晶渓谷のどこかに隠れている宝箱を探してください。コベンがくれた鍵で開けることができます。
QUEST_LV_0100_20150317_005782	ファーリー・オッドと会話
QUEST_LV_0100_20150317_005783	ファーリー・オッドはカバンの中にたくさん入っているドレイクの角を見て驚きました。ファーリー・オッドと話してみてください。
QUEST_LV_0100_20150317_005784	ドレイクの肩章製造
QUEST_LV_0100_20150317_005785	ファーリー・オッドからレシピをもらいました。
QUEST_LV_0100_20150317_005786	キーを押してドレイクの肩章を製造してください。
QUEST_LV_0100_20150317_005787	ドレイクの肩章の製造に成功しました。ファーリー・オッドともう一度話してください。
QUEST_LV_0100_20150317_005788	%sを製造してファーリー・オッドに届ける
QUEST_LV_0100_20150317_005789	全てのマスターたちと話しました。フェディミアンにいるソーマタージュマスターと話してください。
QUEST_LV_0100_20150317_005790	魔術師の塔にいる魔術師たちを訪ねる
QUEST_LV_0100_20150317_005791	ソーマタージュマスターが賭けを提案しました。魔術師の塔にいる魔術師全員に会って、彼らの出すクイズを解かなければなりません。
QUEST_LV_0100_20150317_005792	魔術師の塔5階にいるサイマン・ショウのクイズを解く
QUEST_LV_0100_20150317_005793	三名の魔術師たちのクイズを解きました。最後のクイズを解くために魔術師の塔5階にいるサイマン・ショウと話してください。
QUEST_LV_0100_20150317_005794	最後のクイズを解くためにサイマン・ショウと話してください。
QUEST_LV_0100_20150317_005795	魔術師の塔3階の実験室にある本のページを探す
QUEST_LV_0100_20150317_005796	サイマン・ショウはクイズの代わりに本のページを探してほしいそうです。魔術師の塔3階の実験室にある本を調べてください。
QUEST_LV_0100_20150317_005797	サイマン・ショウに届ける
QUEST_LV_0100_20150317_005798	本のページを全て見つけました。サイマン・ショウと話してください。
QUEST_LV_0100_20150317_005799	サドゥーマスターがあなたを見てにっこりと笑いました。サドゥーマスターと話してください。
QUEST_LV_0100_20150317_005800	トカゲが入った琥珀収集
QUEST_LV_0100_20150317_005801	サドゥーマスターは手に入れてほしい物があるそうです。トカゲが入った琥珀を手に入れてください。
QUEST_LV_0100_20150317_005802	トカゲが入った琥珀を手に入れました。サドゥーマスターに届けてください。
QUEST_LV_0100_20150317_005803	%s入手
QUEST_LV_0100_20150317_005804	謎の存在と会話
QUEST_LV_0100_20150317_005805	どこからか、奇妙な声が聞こえます。謎の存在と話してみてください。
QUEST_LV_0100_20150317_005806	手がかり入力
QUEST_LV_0100_20150317_005807	謎の存在はもっと手がかりがないと話せないと言います。水晶鉱山の第1鉱区で五つの手がかりを見つけ、入力してください。
QUEST_LV_0100_20150317_005808	謎の存在に関する手がかりを見つけました。謎の存在ともう一度話してください。
QUEST_LV_0100_20150317_005809	狩る
QUEST_LV_0100_20150317_005810	謎の存在は
QUEST_LV_0100_20150317_005811	当然すべきこと、一番多くしてきたこと、これからもしなければならないことは何か
QUEST_LV_0100_20150317_005812	という問題を出しました。問題の答えを行動で示してください。
QUEST_LV_0100_20150317_005813	問題を解きました。謎の存在と話してください。
QUEST_LV_0100_20150317_005814	問題の答え
QUEST_LV_0100_20150317_005815	パサカの絶壁の封印解除
QUEST_LV_0100_20150317_005816	折れた柱の峡谷には聖地の封印がいくつもあります。そのうちの一つであるパサカの絶壁の封印を解除してください。
QUEST_LV_0100_20150317_005817	絶壁の封印を解除しようとしたら、いきなりモンスターが現れました。モンスターを倒して自分の身を守ってください！
QUEST_LV_0100_20150317_005818	妨害するモンスターたちを倒しました。{nl}もう一度封印を解除してみてください。
